SUBPARTITION_NAME	HIGH_VALUE
RXCOM202608	TIMESTAMP' 2026-09-01 00:00:00'
RXCOM202609	TIMESTAMP' 2026-10-01 00:00:00'
RXCOM202610	TIMESTAMP' 2026-11-01 00:00:00'
RXCOM202611	TIMESTAMP' 2026-12-01 00:00:00'
RXCOM202612	TIMESTAMP' 2027-01-01 00:00:00'
RXCOM202701	TIMESTAMP' 2027-02-01 00:00:00'
RXCOM_DEFAULT	MAXVALUE
SAFEWAY202406	TIMESTAMP' 2024-07-01 00:00:00'
SAFEWAY202407	TIMESTAMP' 2024-08-01 00:00:00'
SAFEWAY202408	TIMESTAMP' 2024-09-01 00:00:00'
SAFEWAY202409	TIMESTAMP' 2024-10-01 00:00:00'
SAFEWAY202410	TIMESTAMP' 2024-11-01 00:00:00'
SAFEWAY202411	TIMESTAMP' 2024-12-01 00:00:00'
SAFEWAY202412	TIMESTAMP' 2025-01-01 00:00:00'
SAFEWAY202501	TIMESTAMP' 2025-02-01 00:00:00'
SAFEWAY202502	TIMESTAMP' 2025-03-01 00:00:00'
SAFEWAY202503	TIMESTAMP' 2025-04-01 00:00:00'
SAFEWAY202504	TIMESTAMP' 2025-05-01 00:00:00'
SAFEWAY202505	TIMESTAMP' 2025-06-01 00:00:00'
SAFEWAY202506	TIMESTAMP' 2025-07-01 00:00:00'
SAFEWAY202507	TIMESTAMP' 2025-08-01 00:00:00'
SAFEWAY202508	TIMESTAMP' 2025-09-01 00:00:00'
SAFEWAY202509	TIMESTAMP' 2025-10-01 00:00:00'
SAFEWAY202510	TIMESTAMP' 2025-11-01 00:00:00'
SAFEWAY202511	TIMESTAMP' 2025-12-01 00:00:00'
SAFEWAY202512	TIMESTAMP' 2026-01-01 00:00:00'
SAFEWAY202601	TIMESTAMP' 2026-02-01 00:00:00'
SAFEWAY202602	TIMESTAMP' 2026-03-01 00:00:00'
SAFEWAY202603	TIMESTAMP' 2026-04-01 00:00:00'
SAFEWAY202604	TIMESTAMP' 2026-05-01 00:00:00'
SAFEWAY202605	TIMESTAMP' 2026-06-01 00:00:00'
SAFEWAY202606	TIMESTAMP' 2026-07-01 00:00:00'
SAFEWAY202607	TIMESTAMP' 2026-08-01 00:00:00'
SAFEWAY202608	TIMESTAMP' 2026-09-01 00:00:00'
SAFEWAY202609	TIMESTAMP' 2026-10-01 00:00:00'
SAFEWAY202610	TIMESTAMP' 2026-11-01 00:00:00'
SAFEWAY202611	TIMESTAMP' 2026-12-01 00:00:00'
SAFEWAY202612	TIMESTAMP' 2027-01-01 00:00:00'
SAFEWAY202701	TIMESTAMP' 2027-02-01 00:00:00'
SAFEWAY_DEFAULT	MAXVALUE
WEISSBMO202406	TIMESTAMP' 2024-07-01 00:00:00'
WEISSBMO202407	TIMESTAMP' 2024-08-01 00:00:00'
WEISSBMO202408	TIMESTAMP' 2024-09-01 00:00:00'
WEISSBMO202409	TIMESTAMP' 2024-10-01 00:00:00'
WEISSBMO202410	TIMESTAMP' 2024-11-01 00:00:00'
WEISSBMO202411	TIMESTAMP' 2024-12-01 00:00:00'
WEISSBMO202412	TIMESTAMP' 2025-01-01 00:00:00'
WEISSBMO202501	TIMESTAMP' 2025-02-01 00:00:00'
WEISSBMO202502	TIMESTAMP' 2025-03-01 00:00:00'
WEISSBMO202503	TIMESTAMP' 2025-04-01 00:00:00'
WEISSBMO202504	TIMESTAMP' 2025-05-01 00:00:00'
WEISSBMO202505	TIMESTAMP' 2025-06-01 00:00:00'
WEISSBMO202506	TIMESTAMP' 2025-07-01 00:00:00'
WEISSBMO202507	TIMESTAMP' 2025-08-01 00:00:00'
WEISSBMO202508	TIMESTAMP' 2025-09-01 00:00:00'
WEISSBMO202509	TIMESTAMP' 2025-10-01 00:00:00'
WEISSBMO202510	TIMESTAMP' 2025-11-01 00:00:00'
WEISSBMO202511	TIMESTAMP' 2025-12-01 00:00:00'
WEISSBMO202512	TIMESTAMP' 2026-01-01 00:00:00'
WEISSBMO202601	TIMESTAMP' 2026-02-01 00:00:00'
WEISSBMO202602	TIMESTAMP' 2026-03-01 00:00:00'
WEISSBMO202603	TIMESTAMP' 2026-04-01 00:00:00'
WEISSBMO202604	TIMESTAMP' 2026-05-01 00:00:00'
WEISSBMO202605	TIMESTAMP' 2026-06-01 00:00:00'
WEISSBMO202606	TIMESTAMP' 2026-07-01 00:00:00'
WEISSBMO202607	TIMESTAMP' 2026-08-01 00:00:00'
WEISSBMO202608	TIMESTAMP' 2026-09-01 00:00:00'
WEISSBMO202609	TIMESTAMP' 2026-10-01 00:00:00'
WEISSBMO202610	TIMESTAMP' 2026-11-01 00:00:00'
WEISSBMO202611	TIMESTAMP' 2026-12-01 00:00:00'
WEISSBMO202612	TIMESTAMP' 2027-01-01 00:00:00'
WEISSBMO202701	TIMESTAMP' 2027-02-01 00:00:00'
WEISSBMO_DEFAULT	MAXVALUE
